query_id,query,hotel_id,hotel_name,location,retrieved_by,rank_hybrid,score_hybrid,category_matched,descriptor_matched,location_matched,relevance,note
Q35,khách sạn yên tĩnh cho người lớn tuổi ở huế,1000000429469,Moonlight Hotel Hue,Thành Phố Huế,hybrid,3,7.616180,False,True,True,1,location_and_intent_match
Q35,khách sạn yên tĩnh cho người lớn tuổi ở huế,3000020015989,The Sunriver Boutique Hotel Hue,Thành Phố Huế,hybrid,4,7.581805,False,True,True,1,location_and_intent_match
Q35,khách sạn yên tĩnh cho người lớn tuổi ở huế,3000020006424,SH Hotel,Thành Phố Huế,hybrid,5,7.362437,False,True,True,1,location_and_intent_match
Q35,khách sạn yên tĩnh cho người lớn tuổi ở huế,1000000615976,Flora Hotel Hue,Thành Phố Huế,hybrid,6,7.323272,False,True,True,1,location_and_intent_match
Q35,khách sạn yên tĩnh cho người lớn tuổi ở huế,1000000246696,Hotel Saigon Morin,Thành Phố Huế,hybrid,7,7.229752,False,True,True,1,location_and_intent_match
Q35,khách sạn yên tĩnh cho người lớn tuổi ở huế,9000001200899,La Vela Hue Hotel,Thành Phố Huế,hybrid,8,7.095600,False,True,True,1,location_and_intent_match
Q35,khách sạn yên tĩnh cho người lớn tuổi ở huế,1000000617902,Purple Hue - Charming Riverside Hotel,Thành Phố Huế,hybrid,9,7.048612,False,True,True,1,location_and_intent_match
Q35,khách sạn yên tĩnh cho người lớn tuổi ở huế,1000000240823,Huong Giang Hotel Resort and Spa,Thành Phố Huế,hybrid,10,7.034810,False,True,True,1,location_and_intent_match
Q36,resort có khu vui chơi trẻ em ở đà nẵng,1000000486582,Naman Retreat Resort,Thành Phố Đà Nẵng,hybrid,1,7.701690,True,True,True,1,location_and_intent_match
Q36,resort có khu vui chơi trẻ em ở đà nẵng,1000000179546,Sandy Beach Non Nuoc Resort,TP Đà Nẵng,hybrid,2,7.528798,True,True,True,1,location_and_intent_match
Q36,resort có khu vui chơi trẻ em ở đà nẵng,1000000397928,Da Nang Mikazuki Japanese Resorts & Spa,Thành Phố Đà Nẵng,hybrid,3,7.522032,True,True,True,1,location_and_intent_match
Q36,resort có khu vui chơi trẻ em ở đà nẵng,9000002809365,KOI Resort & Residence Da Nang,Thành Phố Đà Nẵng,hybrid,4,7.473033,True,True,True,1,location_and_intent_match
Q36,resort có khu vui chơi trẻ em ở đà nẵng,1000000389711,"InterContinental Hotels DANANG SUN PENINSULA RESORT by IHG, an IHG Hotel",Thành Phố Đà Nẵng,hybrid,5,6.937074,True,True,True,1,location_and_intent_match
Q36,resort có khu vui chơi trẻ em ở đà nẵng,1000000469862,Melia Danang Beach Resort,Thành Phố Đà Nẵng,hybrid,6,6.521243,True,True,True,1,location_and_intent_match
Q36,resort có khu vui chơi trẻ em ở đà nẵng,9000000416386,RHM Luxury Hotel And Suite,Thành Phố Đà Nẵng,hybrid,7,5.215573,True,True,True,1,location_and_intent_match
Q36,resort có khu vui chơi trẻ em ở đà nẵng,1000000537311,Mercure Danang French Village Bana Hills,Thành Phố Đà Nẵng,hybrid,8,4.766113,True,True,True,1,location_and_intent_match
Q36,resort có khu vui chơi trẻ em ở đà nẵng,3000010040227,Muong Thanh Luxury Da Nang Hotel,Thành Phố Đà Nẵng,hybrid,9,4.554943,True,True,True,1,location_and_intent_match
Q36,resort có khu vui chơi trẻ em ở đà nẵng,1000000501562,M Village Hotel Da Nang Centre - Free Laundry and Kitchen,Thành Phố Đà Nẵng,hybrid,10,4.228505,True,True,True,1,location_and_intent_match
Q37,homestay phù hợp đi trốn cuối tuần gần sài gòn,9000001107945,Cozrum Homes - Autumn House,TP Hồ Chí Minh,hybrid,1,5.162870,False,True,True,1,location_and_intent_match
Q37,homestay phù hợp đi trốn cuối tuần gần sài gòn,4000001082146,Cozrum Homes - Sonata Residence,TP Hồ Chí Minh,hybrid,2,5.077317,False,True,True,1,location_and_intent_match
Q37,homestay phù hợp đi trốn cuối tuần gần sài gòn,9000000882654,Cozrum Homes The Gallery Residence,TP Hồ Chí Minh,hybrid,3,4.987488,False,True,True,1,location_and_intent_match
Q37,homestay phù hợp đi trốn cuối tuần gần sài gòn,1000000393505,An Lam Retreats Saigon River,TP Hồ Chí Minh,hybrid,4,4.928415,False,True,True,1,location_and_intent_match
Q37,homestay phù hợp đi trốn cuối tuần gần sài gòn,1000000590377,The One Premium Hotel,TP Hồ Chí Minh,hybrid,5,4.901972,False,True,True,1,location_and_intent_match
Q37,homestay phù hợp đi trốn cuối tuần gần sài gòn,1000000446333,Anh Duy Hotel (Near Ben Thanh Market),TP Hồ Chí Minh,hybrid,6,4.522521,False,True,True,1,location_and_intent_match
Q37,homestay phù hợp đi trốn cuối tuần gần sài gòn,9000003312820,Cozrum Homes - Spring Residence,Thành phố Hồ Chí Minh,hybrid,7,4.473772,False,True,True,1,location_and_intent_match
Q37,homestay phù hợp đi trốn cuối tuần gần sài gòn,1000000430287,KiN Hotel Central Park,TP Hồ Chí Minh,hybrid,8,4.455716,False,True,True,1,location_and_intent_match
Q37,homestay phù hợp đi trốn cuối tuần gần sài gòn,9000000889823,HOME Hotel,TP Hồ Chí Minh,hybrid,9,4.407677,False,True,True,1,location_and_intent_match
Q37,homestay phù hợp đi trốn cuối tuần gần sài gòn,9000001070885,Justay Pink Church,TP Hồ Chí Minh,hybrid,10,4.292818,False,True,True,1,location_and_intent_match
Q38,khách sạn cho người đi công tác ở hà nội,3000010020731,M Village Hotel Ho Guom,Hà Nội,hybrid,1,7.284267,False,True,True,1,location_and_intent_match
Q38,khách sạn cho người đi công tác ở hà nội,1000000709562,Lotus Village Hotel Hanoi,Hà Nội,hybrid,2,6.821784,False,True,True,1,location_and_intent_match
Q38,khách sạn cho người đi công tác ở hà nội,1000000448912,Hanoi Brilliant Hotel and Spa,Hà Nội,hybrid,3,6.658274,False,True,True,1,location_and_intent_match
Q38,khách sạn cho người đi công tác ở hà nội,1000000308502,La Beaute Boutique Hotel & Spa,Hà Nội,hybrid,4,6.631867,False,True,True,1,location_and_intent_match
Q38,khách sạn cho người đi công tác ở hà nội,9000000973982,3T Hotel Hanoi,Hà Nội,hybrid,5,6.623444,False,True,True,1,location_and_intent_match
Q38,khách sạn cho người đi công tác ở hà nội,9000001072104,Ha Noi Le Grand Hotel,Hà Nội,hybrid,6,6.341095,False,True,True,1,location_and_intent_match
Q38,khách sạn cho người đi công tác ở hà nội,3000010024108,Eternity Hotel Hanoi,Hà Nội,hybrid,7,6.293617,False,True,True,1,location_and_intent_match
Q38,khách sạn cho người đi công tác ở hà nội,9000000326462,Old Quarter Hotel 1961,Hà Nội,hybrid,8,6.180488,False,True,True,1,location_and_intent_match
Q38,khách sạn cho người đi công tác ở hà nội,9000002216268,Eli Rina Hotel,Hà Nội,hybrid,9,6.130741,False,True,True,1,location_and_intent_match
Q38,khách sạn cho người đi công tác ở hà nội,1000000171688,Melia Hanoi Hotel,Hà Nội,hybrid,10,5.803049,False,True,True,1,location_and_intent_match
Q39,chỗ ở an toàn cho nữ du lịch một mình ở hội an,9000000133984,The Nam An Villa Hoi An,Hội An,hybrid,1,7.116138,False,True,True,1,location_and_intent_match
Q39,chỗ ở an toàn cho nữ du lịch một mình ở hội an,9000000928394,Hoi An Memories Resort & Spa,Hội An,hybrid,2,6.021089,False,True,True,1,location_and_intent_match
Q39,chỗ ở an toàn cho nữ du lịch một mình ở hội an,9000000709723,De An Hotel,Hội An,hybrid,3,5.909251,False,True,True,1,location_and_intent_match
Q39,chỗ ở an toàn cho nữ du lịch một mình ở hội an,1000000227349,Hadana Boutique Resort HoiAn,Hội An,hybrid,4,5.794844,False,True,True,1,location_and_intent_match
Q39,chỗ ở an toàn cho nữ du lịch một mình ở hội an,9000003312392,Reu Boutique Hotel,Hội An,hybrid,5,5.275581,False,True,True,1,location_and_intent_match
Q39,chỗ ở an toàn cho nữ du lịch một mình ở hội an,9000000815720,Shining Riverside Hoi An Boutique and Spa,Hội An,hybrid,6,5.218866,False,True,True,1,location_and_intent_match
Q39,chỗ ở an toàn cho nữ du lịch một mình ở hội an,9000001041112,Silkian Hoian Boutique Hotel & Spa,Hội An,hybrid,7,5.190888,False,True,True,1,location_and_intent_match
Q39,chỗ ở an toàn cho nữ du lịch một mình ở hội an,1000000549545,Grand Signature By M Village Hoi An Resort,Hội An,hybrid,8,4.921187,False,True,True,1,location_and_intent_match
Q39,chỗ ở an toàn cho nữ du lịch một mình ở hội an,1000000547648,Hoi An Sincerity Hotel and Spa,Hội An,hybrid,9,4.895226,False,True,True,1,location_and_intent_match
Q39,chỗ ở an toàn cho nữ du lịch một mình ở hội an,3000010034587,Hoi An Canal House Riverside By Haviland,Hội An,hybrid,10,4.703325,False,True,True,1,location_and_intent_match
Q40,khách sạn không gian thân thiện với môi trường ở phú quốc,3000020021019,VARIA Hotel,Phú Quốc,hybrid,1,7.752843,False,True,True,1,location_and_intent_match
Q40,khách sạn không gian thân thiện với môi trường ở phú quốc,9000000473518,Stellar Hotel Phu Quoc,Phú Quốc,hybrid,2,7.096570,False,True,True,1,location_and_intent_match
Q40,khách sạn không gian thân thiện với môi trường ở phú quốc,3000010033024,Tom Hill Boutique Resort and Spa - Sea View,Phú Quốc,hybrid,3,6.905675,False,True,True,1,location_and_intent_match
Q40,khách sạn không gian thân thiện với môi trường ở phú quốc,9000001207510,Labe Hotel Phu Quoc,Phú Quốc,hybrid,4,5.950237,False,True,True,1,location_and_intent_match
Q40,khách sạn không gian thân thiện với môi trường ở phú quốc,3000010030791,Muong Thanh Luxury Phu Quoc Hotel,Phú Quốc,hybrid,5,5.931301,False,True,True,1,location_and_intent_match
Q40,khách sạn không gian thân thiện với môi trường ở phú quốc,9000000027007,Ruby Hotel Phu Quoc,Phú Quốc,hybrid,6,5.699128,False,True,True,1,location_and_intent_match
Q40,khách sạn không gian thân thiện với môi trường ở phú quốc,9000001207186,Rova Hotel Phu Quoc,Phú Quốc,hybrid,7,5.691398,False,True,True,1,location_and_intent_match
Q40,khách sạn không gian thân thiện với môi trường ở phú quốc,3000020012744,Wyndham Grand Phu Quoc,Phú Quốc,hybrid,8,5.641728,False,True,True,1,location_and_intent_match
Q40,khách sạn không gian thân thiện với môi trường ở phú quốc,9000000927926,The Empire Hotel - Night market,Phú Quốc,hybrid,9,5.584378,False,True,True,1,location_and_intent_match
Q40,khách sạn không gian thân thiện với môi trường ở phú quốc,3000020018435,Best Western Premier Sonasea Phu Quoc,Phú Quốc,hybrid,10,5.271629,False,True,True,1,location_and_intent_match
Q41,tôi muốn tìm một khách sạn 4 sao gần biển có hồ bơi vô cực ở đà nẵng,3000010040227,Muong Thanh Luxury Da Nang Hotel,Thành Phố Đà Nẵng,hybrid,1,8.192007,True,True,True,1,location_and_intent_match
Q41,tôi muốn tìm một khách sạn 4 sao gần biển có hồ bơi vô cực ở đà nẵng,9000000985172,Leaf Beachfront Hotel Da Nang,Thành Phố Đà Nẵng,hybrid,2,7.974120,True,True,True,1,location_and_intent_match
Q41,tôi muốn tìm một khách sạn 4 sao gần biển có hồ bơi vô cực ở đà nẵng,9000000416386,RHM Luxury Hotel And Suite,Thành Phố Đà Nẵng,hybrid,3,7.264741,True,True,True,1,location_and_intent_match
Q41,tôi muốn tìm một khách sạn 4 sao gần biển có hồ bơi vô cực ở đà nẵng,3000020021604,Stella Maris Beach Danang,TP Đà Nẵng,hybrid,4,5.990504,True,True,True,1,location_and_intent_match
Q41,tôi muốn tìm một khách sạn 4 sao gần biển có hồ bơi vô cực ở đà nẵng,1000000397928,Da Nang Mikazuki Japanese Resorts & Spa,Thành Phố Đà Nẵng,hybrid,5,3.649970,True,True,True,1,location_and_intent_match
Q41,tôi muốn tìm một khách sạn 4 sao gần biển có hồ bơi vô cực ở đà nẵng,1000000469862,Melia Danang Beach Resort,Thành Phố Đà Nẵng,hybrid,6,2.995723,True,True,True,1,location_and_intent_match
Q41,tôi muốn tìm một khách sạn 4 sao gần biển có hồ bơi vô cực ở đà nẵng,1000000440516,Eden Plaza Danang,Thành Phố Đà Nẵng,hybrid,7,2.242064,True,True,True,1,location_and_intent_match
Q41,tôi muốn tìm một khách sạn 4 sao gần biển có hồ bơi vô cực ở đà nẵng,9000005638391,Phuc Long Luxury Danang Hotel,Thành Phố Đà Nẵng,hybrid,8,1.958014,True,True,True,1,location_and_intent_match
Q41,tôi muốn tìm một khách sạn 4 sao gần biển có hồ bơi vô cực ở đà nẵng,1000000389711,"InterContinental Hotels DANANG SUN PENINSULA RESORT by IHG, an IHG Hotel",Thành Phố Đà Nẵng,hybrid,9,1.721942,True,True,True,1,location_and_intent_match
Q42,cần tìm homestay gỗ trên đồi có view ngắm bình minh ở đà lạt giá khoảng 500k,9000001041950,Tala Dalat Hotel,Lâm Đồng,hybrid,1,2.969305,True,True,True,1,location_and_intent_match
Q42,cần tìm homestay gỗ trên đồi có view ngắm bình minh ở đà lạt giá khoảng 500k,9000002458077,MerPerle Dalat Hotel,Lâm Đồng,hybrid,2,2.706042,True,True,True,1,location_and_intent_match
Q42,cần tìm homestay gỗ trên đồi có view ngắm bình minh ở đà lạt giá khoảng 500k,9000001135521,GreenEco Da Lat Hotel,Lâm Đồng,hybrid,3,2.582559,True,True,True,1,location_and_intent_match
Q42,cần tìm homestay gỗ trên đồi có view ngắm bình minh ở đà lạt giá khoảng 500k,9000003327667,Nature Hotel - Le Hong Phong,Lâm Đồng,hybrid,4,2.077983,True,True,True,1,location_and_intent_match
Q42,cần tìm homestay gỗ trên đồi có view ngắm bình minh ở đà lạt giá khoảng 500k,3000020020070,New Life Hotel Dalat,Lâm Đồng,hybrid,5,0.808649,True,True,True,1,location_and_intent_match
Q43,resort nào ở nha trang có phục vụ ăn uống tại phòng và bãi biển riêng tư,1000000192322,Vinpearl Resort Nha Trang,Khánh Hòa,hybrid,1,9.481308,True,True,True,1,location_and_intent_match
Q43,resort nào ở nha trang có phục vụ ăn uống tại phòng và bãi biển riêng tư,3000010036554,Duyen Ha Resort Cam Ranh,Khánh Hòa,hybrid,2,9.048160,True,True,True,1,location_and_intent_match
Q43,resort nào ở nha trang có phục vụ ăn uống tại phòng và bãi biển riêng tư,1000000488027,Vinpearl Resort & Spa Nha Trang Bay,Khánh Hòa,hybrid,3,8.535978,True,True,True,1,location_and_intent_match
Q43,resort nào ở nha trang có phục vụ ăn uống tại phòng và bãi biển riêng tư,3000020011428,Comodo Nha Trang Hotel,Khánh Hòa,hybrid,4,6.156593,True,True,True,1,location_and_intent_match
Q43,resort nào ở nha trang có phục vụ ăn uống tại phòng và bãi biển riêng tư,9000001043095,Ana Mandara Cam Ranh,Khánh Hòa,hybrid,5,5.973582,True,True,True,1,location_and_intent_match
Q43,resort nào ở nha trang có phục vụ ăn uống tại phòng và bãi biển riêng tư,9000001195418,Annova Nha Trang,Khánh Hòa,hybrid,6,5.866132,True,True,True,1,location_and_intent_match
Q43,resort nào ở nha trang có phục vụ ăn uống tại phòng và bãi biển riêng tư,9000000928831,La Vague Hotel Nha Trang,Khánh Hòa,hybrid,7,5.769810,True,True,True,1,location_and_intent_match
Q43,resort nào ở nha trang có phục vụ ăn uống tại phòng và bãi biển riêng tư,3000020018320,Libra Hotel Nha Trang,Khánh Hòa,hybrid,8,5.753481,True,True,True,1,location_and_intent_match
Q43,resort nào ở nha trang có phục vụ ăn uống tại phòng và bãi biển riêng tư,3000020021002,Muong Thanh Luxury Vien Trieu Nha Trang,Khánh Hòa,hybrid,9,5.667716,True,True,True,1,location_and_intent_match
Q43,resort nào ở nha trang có phục vụ ăn uống tại phòng và bãi biển riêng tư,3000020002678,Melissa Hotel Nha Trang,Khánh Hòa,hybrid,10,5.645606,True,True,True,1,location_and_intent_match
Q44,khách sạn ở trung tâm hà nội đi bộ ra hồ gươm được và có ăn sáng,1000000448912,Hanoi Brilliant Hotel and Spa,Hà Nội,hybrid,1,8.086898,False,True,True,1,location_and_intent_match
Q44,khách sạn ở trung tâm hà nội đi bộ ra hồ gươm được và có ăn sáng,3000010020731,M Village Hotel Ho Guom,Hà Nội,hybrid,2,7.805388,False,True,True,1,location_and_intent_match
Q44,khách sạn ở trung tâm hà nội đi bộ ra hồ gươm được và có ăn sáng,9000001039894,22land Residence Hotel 71 Hang Bong,Hà Nội,hybrid,3,6.447144,False,True,True,1,location_and_intent_match
Q44,khách sạn ở trung tâm hà nội đi bộ ra hồ gươm được và có ăn sáng,1000000709562,Lotus Village Hotel Hanoi,Hà Nội,hybrid,4,6.397363,False,True,True,1,location_and_intent_match
Q44,khách sạn ở trung tâm hà nội đi bộ ra hồ gươm được và có ăn sáng,9000002216268,Eli Rina Hotel,Hà Nội,hybrid,5,6.090460,False,True,True,1,location_and_intent_match
Q44,khách sạn ở trung tâm hà nội đi bộ ra hồ gươm được và có ăn sáng,9000001000715,FTE Ba Dinh Hotel,Hà Nội,hybrid,6,5.851663,False,True,True,1,location_and_intent_match
Q44,khách sạn ở trung tâm hà nội đi bộ ra hồ gươm được và có ăn sáng,9000001152455,Granda Lake View Hotel & Apartment,Hà Nội,hybrid,7,5.306406,False,True,True,1,location_and_intent_match
Q44,khách sạn ở trung tâm hà nội đi bộ ra hồ gươm được và có ăn sáng,9000001195485,Hanoi Flora Hotel,Hà Nội,hybrid,8,5.045314,False,True,True,1,location_and_intent_match
Q44,khách sạn ở trung tâm hà nội đi bộ ra hồ gươm được và có ăn sáng,9000003314202,Le Grand Hanoi Hotel - The Central Park,Hà Nội,hybrid,9,4.959026,False,True,True,1,location_and_intent_match
Q44,khách sạn ở trung tâm hà nội đi bộ ra hồ gươm được và có ăn sáng,9000007484559,Nature Hotel - Lac Long Quan,Hà Nội,hybrid,10,4.955764,False,True,True,1,location_and_intent_match
Q45,chỗ nghỉ phong cách vintage yên tĩnh để đọc sách ở huế,1000000429469,Moonlight Hotel Hue,Thành Phố Huế,hybrid,1,6.730138,True,True,True,1,location_and_intent_match
Q45,chỗ nghỉ phong cách vintage yên tĩnh để đọc sách ở huế,1000000170888,Century Riverside Hotel Hue,Thành Phố Huế,hybrid,2,6.494246,True,True,True,1,location_and_intent_match
Q45,chỗ nghỉ phong cách vintage yên tĩnh để đọc sách ở huế,3000020017508,Melia Vinpearl Hue,Thành Phố Huế,hybrid,3,6.489003,True,True,True,1,location_and_intent_match
Q45,chỗ nghỉ phong cách vintage yên tĩnh để đọc sách ở huế,9000007008288,Magnolia Boutique Hotel,Thành Phố Huế,hybrid,4,6.250544,True,True,True,1,location_and_intent_match
Q45,chỗ nghỉ phong cách vintage yên tĩnh để đọc sách ở huế,1000000252871,TTC Imperial Hotel,Thành Phố Huế,hybrid,5,6.214249,True,True,True,1,location_and_intent_match
Q45,chỗ nghỉ phong cách vintage yên tĩnh để đọc sách ở huế,1000000240823,Huong Giang Hotel Resort and Spa,Thành Phố Huế,hybrid,6,6.059853,True,True,True,1,location_and_intent_match
Q45,chỗ nghỉ phong cách vintage yên tĩnh để đọc sách ở huế,1000000246696,Hotel Saigon Morin,Thành Phố Huế,hybrid,7,6.058616,True,True,True,1,location_and_intent_match
Q45,chỗ nghỉ phong cách vintage yên tĩnh để đọc sách ở huế,9000005662131,Elegant Hotel Hue,Thành Phố Huế,hybrid,8,6.029714,True,True,True,1,location_and_intent_match
Q45,chỗ nghỉ phong cách vintage yên tĩnh để đọc sách ở huế,9000001200899,La Vela Hue Hotel,Thành Phố Huế,hybrid,9,5.876057,True,True,True,1,location_and_intent_match
Q45,chỗ nghỉ phong cách vintage yên tĩnh để đọc sách ở huế,1000000340196,Indochine Palace,Thành Phố Huế,hybrid,10,5.850725,True,True,True,1,location_and_intent_match
Q46,cần tìm nhà nghỉ sạch sẽ an ninh tốt gần ga sài gòn,9000000303400,Prague Saigon Airport Hotel,TP Hồ Chí Minh,hybrid,1,6.723283,False,True,True,1,location_and_intent_match
Q46,cần tìm nhà nghỉ sạch sẽ an ninh tốt gần ga sài gòn,1000000393505,An Lam Retreats Saigon River,TP Hồ Chí Minh,hybrid,2,6.583742,False,True,True,1,location_and_intent_match
Q46,cần tìm nhà nghỉ sạch sẽ an ninh tốt gần ga sài gòn,9000001107945,Cozrum Homes - Autumn House,TP Hồ Chí Minh,hybrid,3,6.537922,False,True,True,1,location_and_intent_match
Q46,cần tìm nhà nghỉ sạch sẽ an ninh tốt gần ga sài gòn,4000001082146,Cozrum Homes - Sonata Residence,TP Hồ Chí Minh,hybrid,4,6.480128,False,True,True,1,location_and_intent_match
Q46,cần tìm nhà nghỉ sạch sẽ an ninh tốt gần ga sài gòn,9000003312820,Cozrum Homes - Spring Residence,Thành phố Hồ Chí Minh,hybrid,5,6.430391,False,True,True,1,location_and_intent_match
Q46,cần tìm nhà nghỉ sạch sẽ an ninh tốt gần ga sài gòn,9000000882654,Cozrum Homes The Gallery Residence,TP Hồ Chí Minh,hybrid,6,6.222013,False,True,True,1,location_and_intent_match
Q46,cần tìm nhà nghỉ sạch sẽ an ninh tốt gần ga sài gòn,3000010027151,Bonita Signature Hotel,TP Hồ Chí Minh,hybrid,7,6.042720,False,True,True,1,location_and_intent_match
Q46,cần tìm nhà nghỉ sạch sẽ an ninh tốt gần ga sài gòn,9000000337401,Havana Airport Hotel,TP Hồ Chí Minh,hybrid,8,5.907097,False,True,True,1,location_and_intent_match
Q46,cần tìm nhà nghỉ sạch sẽ an ninh tốt gần ga sài gòn,9000000876237,Muong Thanh Luxury Saigon Hotel,TP Hồ Chí Minh,hybrid,9,5.868212,False,True,True,1,location_and_intent_match
Q46,cần tìm nhà nghỉ sạch sẽ an ninh tốt gần ga sài gòn,3000010029910,Vy Vy Airport Hotel,TP Hồ Chí Minh,hybrid,10,5.864258,False,True,True,1,location_and_intent_match
Q47,khách sạn đẹp để sống ảo có nhiều góc chụp hình ở sapa,1000001010045,Khách sạn de la Coupole Sapa - Bộ sưu tập MGallery,Lào Cai,hybrid,1,8.223580,False,True,True,1,location_and_intent_match
Q47,khách sạn đẹp để sống ảo có nhiều góc chụp hình ở sapa,9000002456808,Khách sạn Charm Hill Sapa,Lào Cai,hybrid,2,7.323132,False,True,True,1,location_and_intent_match
Q47,khách sạn đẹp để sống ảo có nhiều góc chụp hình ở sapa,1000000475185,Sapa Panorama Hotel,Lào Cai,hybrid,3,7.071585,False,True,True,1,location_and_intent_match
Q47,khách sạn đẹp để sống ảo có nhiều góc chụp hình ở sapa,3000010033057,Sapa Diamond Hotel,Lào Cai,hybrid,4,6.570546,False,True,True,1,location_and_intent_match
Q47,khách sạn đẹp để sống ảo có nhiều góc chụp hình ở sapa,1000000513951,Amazing Hotel Sapa,Lào Cai,hybrid,5,6.276109,False,True,True,1,location_and_intent_match
Q47,khách sạn đẹp để sống ảo có nhiều góc chụp hình ở sapa,1000000541007,Sapa Mountain City Hotel,Lào Cai,hybrid,6,6.239220,False,True,True,1,location_and_intent_match
Q47,khách sạn đẹp để sống ảo có nhiều góc chụp hình ở sapa,1000000536612,DeLaSol Sapa Hotel,Lào Cai,hybrid,7,6.207147,False,True,True,1,location_and_intent_match
Q47,khách sạn đẹp để sống ảo có nhiều góc chụp hình ở sapa,3000010022207,Glow Sapa Hotel,Lào Cai,hybrid,8,6.177052,False,True,True,1,location_and_intent_match
Q47,khách sạn đẹp để sống ảo có nhiều góc chụp hình ở sapa,9000001099737,Sapa Grand Hills Hotel & Apartments,Lào Cai,hybrid,9,6.108920,False,True,True,1,location_and_intent_match
Q47,khách sạn đẹp để sống ảo có nhiều góc chụp hình ở sapa,9000000181875,KK Sapa Hotel,Lào Cai,hybrid,10,5.980813,False,True,True,1,location_and_intent_match
Q48,resort sinh thái nằm giữa rừng rậm ở phú quốc,1000000452588,Mango Bay Resort,Phú Quốc,hybrid,1,8.197744,True,True,True,1,location_and_intent_match
Q49,khách sạn có phòng thiết kế hiện đại sang trọng ở đà nẵng,9000000416386,RHM Luxury Hotel And Suite,Thành Phố Đà Nẵng,hybrid,1,7.432456,False,True,True,1,location_and_intent_match
Q49,khách sạn có phòng thiết kế hiện đại sang trọng ở đà nẵng,9000000099388,Chicland Hotel Danang,Thành Phố Đà Nẵng,hybrid,2,6.829642,False,True,True,1,location_and_intent_match
Q49,khách sạn có phòng thiết kế hiện đại sang trọng ở đà nẵng,3000010040227,Muong Thanh Luxury Da Nang Hotel,Thành Phố Đà Nẵng,hybrid,3,6.745666,False,True,True,1,location_and_intent_match
Q49,khách sạn có phòng thiết kế hiện đại sang trọng ở đà nẵng,3000020011694,Orchide'es Ocean Hotel,Thành Phố Đà Nẵng,hybrid,4,6.375494,False,True,True,1,location_and_intent_match
Q49,khách sạn có phòng thiết kế hiện đại sang trọng ở đà nẵng,3000010031123,Adina Hotel,Thành Phố Đà Nẵng,hybrid,5,6.147743,False,True,True,1,location_and_intent_match
Q49,khách sạn có phòng thiết kế hiện đại sang trọng ở đà nẵng,1000000441652,Muong Thanh Grand Da Nang Hotel,Thành Phố Đà Nẵng,hybrid,6,5.111600,False,True,True,1,location_and_intent_match
Q49,khách sạn có phòng thiết kế hiện đại sang trọng ở đà nẵng,1000000389711,"InterContinental Hotels DANANG SUN PENINSULA RESORT by IHG, an IHG Hotel",Thành Phố Đà Nẵng,hybrid,7,4.880871,False,True,True,1,location_and_intent_match
Q49,khách sạn có phòng thiết kế hiện đại sang trọng ở đà nẵng,1000000397928,Da Nang Mikazuki Japanese Resorts & Spa,Thành Phố Đà Nẵng,hybrid,8,4.774339,False,True,True,1,location_and_intent_match
Q49,khách sạn có phòng thiết kế hiện đại sang trọng ở đà nẵng,9000000985172,Leaf Beachfront Hotel Da Nang,Thành Phố Đà Nẵng,hybrid,9,4.744535,False,True,True,1,location_and_intent_match
Q49,khách sạn có phòng thiết kế hiện đại sang trọng ở đà nẵng,1000000537311,Mercure Danang French Village Bana Hills,Thành Phố Đà Nẵng,hybrid,10,4.075451,False,True,True,1,location_and_intent_match
Q50,tìm khách sạn cho đại gia đình 10 người có bếp nướng bbq ở vũng tàu,1000000473658,Minera Hot Springs Binh Chau,Vũng Tàu,hybrid,1,1.117800,True,True,True,1,location_and_intent_match
Q50,tìm khách sạn cho đại gia đình 10 người có bếp nướng bbq ở vũng tàu,9000001136478,Sóng Homestay - The Sóng Vũng Tàu,Vũng Tàu,hybrid,2,0.745200,True,True,True,1,location_and_intent_match
Q50,tìm khách sạn cho đại gia đình 10 người có bếp nướng bbq ở vũng tàu,9000000882550,The Cap Hotel,Vũng Tàu,hybrid,3,0.590464,True,True,True,1,location_and_intent_match
Q50,tìm khách sạn cho đại gia đình 10 người có bếp nướng bbq ở vũng tàu,9000000730242,Fusion Suites Vung Tau,Vũng Tàu,hybrid,4,0.303058,True,True,True,1,location_and_intent_match
