query_id	query	hotel_id	hotel_name	location	retrieved_by	rank_bm25	rank_vector	rank_hybrid	score_bm25	score_vector	score_hybrid	top_review_1	top_review_2	top_review_3	relevance	note
Q23	khách sạn gần chợ đêm đà lạt	3000020015279	Dalat Wonder Resort	Lâm Đồng	hybrid			7			2.355154	Mình rất hài lòng khi có 1 đêm lưu trú ở đây. Không gian phòng sạch sẽ đầy đủ tiện nghi, đặc biệt rất riêng tư. Trộm vía được resort xếp cho ở ngay villa đẹp nhất nên đi vài bước là có ảnh sống ảo rồi ☺️. Xung quanh quang cảnh đẹp xuất sắc, chụp ảnh cháy máy bao đẹp luôn. Nhân viên các bộ phận nhiệt tình chu đáo, dễ thương 💯	Villa đẹp, sạch sẽ, nhân viên dễ thương chu đáo ví dụ : bạn đưa rước Phong và Đô , có xe đưa rước vào trung tâm thuận tiện.	Nhân viên nhiệt tình và chu đáo, món lẩu gà lá é và gà nướng cơm lam siêu ngon giá cả hợp lý, chỗ ở yên tĩnh, view đẹp như Thụy Sĩ thu nhỏ, tuy nhiên buổi tối khu vực khuôn viên Villa khá tối và khó đi dạo	1	location_or_generic_match
Q23	khách sạn gần chợ đêm đà lạt	9000001107521	Mercure Dalat Resort	Lâm Đồng	bm25,hybrid	6		8	1.425579		2.257615	Khách sạn ngay trung tâm và rộng rãi với nhiều khuôn viên khác nhau, hồ bơi, gym, khu xe cổ và cả spa đủ cả. Hơi tiếc mình chưa có dịp ghé quán cafe cạnh Mercure. Nhân viên đưa vali lên tới tận phòng, dù villa của mình là 2 lầu thang bộ, rất nice và chuyên nghiệp. Xứng đáng ghé lại	Đồ ăn rất tuyệt, nhân viên lịch sự, giải quyết nhanh chóng khi có vấn đề phát sinh, nhưng yêu cầu thứ nhất, tránh việc cho khách ở khu vực nhìn ra ngoài vẫn có công trình trong quá trình xây dựng, như vậy rất tạo phản cảm cho người lưu trú, tạo ấn tượng rất xấu, vấn đề thứ 2, điều hoà trong phòng mặc dù điều chỉnh nhiệt độ nhiều lần, nhưng vẫn có tình trạng tự hạ nhiệt độ, vợ lạnh 2 đêm đều ngủ không ngon	Resort 4*, thấy review cũng rất tốt, nhưng chắc mình ko được may mắn, trải nghiệm của mình cho resort 4* như này là khá tệ - Kiến trúc đẹp, ở khu trung tâm, vị trí thuận lợu mà có khuôn viên rộng thoáng như này rất ok - Phòng nằm trong villa nên cách âm với hành lang rất tệ, âm thanh khi mở cửa và đóng cửa ko khác gì, các khách phòng khác nói chuyện, kéo vali,...nghe rất rõ, 11h đêm khách phòng bên rủ nhau đi karaoke mà nghe rõ đến mức bé mình đang ngủ cũng giật mình dậy - Còn một vấn đề khác mình thật sự không hiểu, đường xe chạy vào cửa chính lễ tân để đón trả khách mà lại cho phép các phương tiện đậu đỗ rất lâu, đi ăn buffet sáng xong, muốn bắt xe điện về phòng, mình cũng phải chủ động đi đường khác để bạn xe điện tới đón cho dễ, vì 1 xe 45 chỗ đậu ngay lối đi đó, đậu rất lâu, lúc check out mình vào làm thủ tục, chồng mình lấy xe đến, thì tình trạng 1 xe taxi đang đậu, thậm chí taxi mở cốp, ngồi ở cốp rất lâu cũng ko có nhân viên nào nhắc nhở, xe nhà mình đã chạy đến ngay sau xe taxi, nhưng tài xế ko chịu chạy đi, khiến xe mình phải lùi lại, để đi đườnh khác, vì lùi lại xuống dốc, chồng mình sơ ý chạy xa ra hướng lối vào thì chú bảo vệ nhắc nhở, việc xe mình chạy xe lối chú nhắc rất đúng, này lỗi của mình (nhưng vì sơ ý đang lùi xe vì xe taxi chắn ngang chứ ko cố ý), chú nhắc đúng nhưng nó khiến mình thắc mắc là lối vào có người kiểm soát, còn việc các xe đậu đỗ ngay lối vào chính của sảnh, thì ko ai để ý quản lý hết???? Lúc lùi xong chạy xe, mình mới thấy có bạn ra nhắc nhở xe taxi??? Mình cảm thấy resort phân bổ công việc có vấn đề, hi vọng sẽ cải thiện - Thêm 1 cái nữa, là nhân viên resort (mình ko muốn ảnh hưởng công việc cụ thể của ai nên mình ko nhắc cụ thể) bắt chuyện và chào mời gia đình mình mua 1 món đặc sản ĐL??? Mình cảm thấy đi nghỉ dưỡng ở resort thì thật sự cảm thấy rất phiền Mình nghĩ resort nên training lại nhân viên	1	location_or_generic_match
Q23	khách sạn gần chợ đêm đà lạt	3000010042556	The Grace Hotel Dalat	Lâm Đồng	bm25,hybrid,vector	7	7	9	1.373916	2.704200	2.172086	Phòng nằm ở trung tâm nhưng giá cả quá rẻ, giá cho thuê xe cũng rẻ, 120k xe ga đi cả ngày full bình xăng, phòng sạch sẽ sang trọng. Dịch vụ tốt có giặt đồ free. Sẽ ghé lần tiếp theo.			1	location_or_generic_match
Q23	khách sạn gần chợ đêm đà lạt	1000000514438	The Western Hill Hotel	Lâm Đồng	bm25,hybrid,vector	10	8	10	0.164071	0.388975	0.299014	Khách sạn đẹp sang trọng, nhân viên thân thiện	5 sao dịch vụ lễ tân các bạn rất dễ thương nhiệt tình hỗ trợ. Mình book quên coi ngày tháng book lộn sang tháng khác , đến nơi các bạn vẫn support rất nhiệt tình hỗ up phòng cho bên mình mà ko tính thêm bất cứ chi phí nào thêm. 5 sao mng đi ở gia đình tính ra cực rẻ luôn ấy.		1	location_or_generic_match
Q23	khách sạn gần chợ đêm đà lạt	3000020015788	Minh Chien Hotel	Lâm Đồng	vector		9			0.176962		Phòng ốc rất sạch sẽ, các bạn nhân viên cực kỳ nhiệt tình, vui vẻ, khi trả phòng còn đuợc tặng quà rất dễ thương nữa, đồ ăn buffet lại rất ngon, khách sạn xứng đáng đuợc 5 sao luôn.			1	location_or_generic_match
Q23	khách sạn gần chợ đêm đà lạt	9000000966417	The Manor Villas Da Lat	Lâm Đồng	bm25,vector	8	10		1.368417	0.167139		Nhân viên thân thiện, vị trí rất thuận tiện gần bến xe. Phòng đẹp bồn tắm chill chill nhìn thấy toàn tp đà lạt. Mỗi tội tối k bật điện khách sạn lên cho lung linh tối quá😀	Khách sạn rất ok, sẽ quay lại vào lần tiếp theo khi đến Đà Lạt, nhân viên rất thân thiện và nhẹ nhàng. 10đ	Phòng thì bé, không có tủ lạnh Cửa hư không khoá được phải lấy ghế chắn bên trong Nhà vệ sinh cũ và hôi Khăn tắm cũ và rách Đèn đúng tối luôn Cửa kính dơ Mặc dù mình book phòng gần 2tr/ 1 đêm nhưng rất tệ	1	location_or_generic_match
Q24	khách sạn ngay trung tâm quận 1 hồ chí minh	1000000370947	Asian Ruby Hotel & Spa - Bui Thi Xuan	TP Hồ Chí Minh	bm25,hybrid,vector	1	3	1	8.127803	10.803410	9.186331	Khách sạn ngay trung tâm, đi lại thuận tiện. Dù mệt lắm nhưng vừa bước vào khách sạn để check in cảm thấy thư giãn lắm vì cái sảnh của khách sạn như cái spa thu nhỏ vậy. Về nhân viên rất thân thiện và nhiệt tình. Còn phòng ốc thì sạch sẽ. Có dịp ở quận 1 tôi nhất định sẽ quay lại đây ở.	Khách sạn nằm tại khu phố rất trung tâm. Không gian đẹp, rất sạch sẽ và rất thơm! Bữa ăn buffet sáng của khách sạn có chất lượng rất tốt, co khi hơn hẳn tầm 3 sao của khách sạn rồi. Nhân viên rất thân thiện và niềm nở khi giúp đỡ khách hàng. Khách sạn còn rất bảo vệ môi trường bằng cách cắt giảm bao bì nhựa và thay bằng giấy và thủy tinh. Nếu còn dịp đi thành phố Hồ chí Minh mình nhất định sẽ quay lại khách sạn này!	Khách sạn tốt, sạch sẽ, bữa sáng ngon, vị trí trung tâm thuận tiện di chuyển, ngay bên dưới khách sạn có siêu thị và hàng cháo ếch bán đêm rất ngon	1	descriptor_hit_2/2
Q24	khách sạn ngay trung tâm quận 1 hồ chí minh	1000000448912	Hanoi Brilliant Hotel and Spa	Hà Nội	bm25,hybrid,vector	8	1	2	5.411708	11.668306	8.331866	Khách sạn thoáng đẹp. Gần ngay trung tâm .	Ks ngay trung tâm tiện đi bộ, ăn uống dịch vụ quanh đó thuận tiện, phòng ốc sạch sẽ gọn gàng và thơm. Lần sau tới Hn mình sẽ ghé đây tiếp	Khách sạn có vị trí tuyệt vời ngay cạnh Hồ Gươm và dễ dàng di chuyển qua Phố Cổ, Nhà Thờ lớn, với mức giá rất tốt. Nhân viên thân thiện, nhiêt tình. Tuy nhiên phòng còn mùi hôi ẩm mốc, Khách sạn nên khắc phục để trải nghiệm của khách hàng được trọn vẹn khi ở đây nhé! Cảm ơn	1	descriptor_hit_2/2
Q24	khách sạn ngay trung tâm quận 1 hồ chí minh	3000010020731	M Village Hotel Ho Guom	Hà Nội	hybrid,vector		2	3		11.180304	7.094630	khách sạn sạch sẽ. dịch vụ tốt	Nhân viên thân thiện, khách sạn gần trung tâm	Đi Hà Nội nhiều lần nhưng lần này ở M Village mình rất hài lòng, cám ơn bạn Vân và quản lý đã hỗ trợ mình nhiệt tình và thông cảm cho chuyến đi ngay ngày Hà Nội bão to. Nếu có lại đến mình vẫn sẽ chọn M Village Hồ Gươm. Took a look around this hotel for the next time I’m here. It looks great, really comfy rooms, staff are very helpful and friendly. Looking forward to staying here in future.	1	descriptor_hit_2/2
Q24	khách sạn ngay trung tâm quận 1 hồ chí minh	1000000252871	TTC Imperial Hotel	Thành Phố Huế	bm25,hybrid	4		4	6.793490		6.563433	Khách sạn đẹp, nằm ngay trung tâm. Các bạn nhân viên rất ổn	Khách sạn tiện nghi, ngay trung tâm nên tiện đi các điểm thăm quan, ăn uống	Khách sạn sạch sẽ tiện nghi, ngay trung tâm. Tuy nhiên nhân viên ở đây lạnh lùng đến sợ 😐	1	descriptor_hit_1/2
Q24	khách sạn ngay trung tâm quận 1 hồ chí minh	1000000413455	Quoc Cuong Center Da Nang Hotel by Haviland	Thành Phố Đà Nẵng	hybrid			5			6.127810	Khách sạn nằm ngay trung tâm đi lại thuận tiện. Nhân viên thân thiện. Đồ ăn sáng ngon	Giá phù hợp với sinh viên. Khách sạn ở trung tâm nên rất tiện đi ăn uống	Phòng sạch sẽ, chỉn chu. Vị trí ks gần trung tâm, tôi rất hài lòng	1	descriptor_hit_1/2
Q24	khách sạn ngay trung tâm quận 1 hồ chí minh	9000002216268	Eli Rina Hotel	Hà Nội	bm25,hybrid	9		6	5.373685		6.014252	Nằm ngay trung tâm, dễ di chuyển ra các điểm du lịch	Khách sạn vừa mới vừa đẹp, được thiết kế theo phong cách cổ điển. Tuy không quá to nhưng mọi thứ được sắp xếp hài hòa. Eli Rina nằm trong hẻm, nhưng từ đầu hẻm bước vào tầm 6-7 căn nhà là tới, hẻm ô tô nên thông thoáng lắm. Khách sạn trang bị đầy đủ vật dụng, chăn drap sạch sẽ, mấy chị nhân viên dọn phòng rất dễ thương. Mấy bạn quầy lễ tân thì nhiệt tình, đặt phòng của mình hơi lộn xộn mà còn checkin trễ, đến tận 2h sáng mới checkin mà bạn vẫn chờ để làm thủ tục cho nhóm tụi mình. Mình không rõ Hà Nội lắm nhưng mình nghĩ Eli Rina nằm ở trung tâm, sát bên là Văn Miếu, đi bộ chút xíu là đến Cột Cờ Hà Nội, Hoàng Thành Thăng Long, Quảng Trường Ba Đình, Lăng Chủ tịch Hồ Chí Minh... Từ đầu hẻm khách sạn đi bộ đến 6-7 căn nhà có quán phở Hương Hậu cực kỳ ngon, quán phở bạn nên thử 1 lần khi đến Hà Nội Chuyến này đi Hà Nội mọi chuyện đều suôn sẻ nên thích lắm. Sẽ trở lại Hà Nội và đến khách sạn Eli Rina nhiều lần nữa	Khách sạn sạch sẽ, gần trung tâm rất tiện di chuyển. Nhân viên nhiệt tình và dễ thươn❤️❤️❤️	1	descriptor_hit_2/2
Q24	khách sạn ngay trung tâm quận 1 hồ chí minh	9000000745104	Kingsales Hotel Thanh Hoa	Thanh Hóa	hybrid,vector		4	7		6.355900	5.496596	Khách sạn gần trung tâm, sạch sẽ, tiện nghi	Khách sạn sạch sẽ, nhân viên thân thiện. Ngay trung tâm. 10đ	Khách sạn vui vẻ nhiệt tình sạch sẽ gần khu vui chơi hồ tây	1	descriptor_hit_2/2
Q24	khách sạn ngay trung tâm quận 1 hồ chí minh	9000000809267	Gold Plaza Hotel Da Nang	Thành Phố Đà Nẵng	bm25,hybrid	10		8	5.237634		5.465883	Phòng sạch sẽ, view nhìn toàn cảnh thành phố đẹp, có hồ bơi, ks ngay trung tâm mà giá bao gồm ăn sáng thì quá ok luôn ạ, mọi người đến Đà Nẵng ghé thử để trải nghiệm nha.	Vị trí thuận tiện, ngay trung tâm thành phố, bể bơi trên mái ngắm cầu Rồng	Phòng okie, ngay trung tâm, nhân viên lịch sự thân thiện, chỉ có nhược điểm phòng khá gần đường hầm, ồn ào, với cách âm chưa tốt. Đồ ăn sáng thì như.nhau, sáng nào cũng vậy, ko phong phú	1	descriptor_hit_2/2
Q24	khách sạn ngay trung tâm quận 1 hồ chí minh	1000000501542	Hotel De Sapa	Lào Cai	hybrid			9			4.678574	Khách sạn đẹp, sạch sẽ nằm ngay trung tâm. Tuyệt vời	khách sạn món ăn đa dạng nhân viên dễ thương ngay cạnh trung tâm	Khách sạn sạch sẽ, thoáng, rộng. Có xông hơi, hồ bơi nước nóng miễn phí. Cách trung tâm khoảng 500m, đường đi bộ đến trung tâm trang trí đèn rất đẹp.	1	descriptor_hit_2/2
Q24	khách sạn ngay trung tâm quận 1 hồ chí minh	1000000227349	Hadana Boutique Resort HoiAn	Hội An	hybrid			10			4.242267	Khách sạn chu đáo tận tâm, dịch vụ ổn.	Đi cùng gia đình rất ổn, khách sạn đẹp	Khách sạn rất sạch và đẹp, nhân viên thân thiện và nhiệt tình, vị trí gần phố cổ	1	descriptor_hit_1/2
Q24	khách sạn ngay trung tâm quận 1 hồ chí minh	9000000643061	SAZI RESIN HOTEL Bui Thi Xuan - Free Nails Hair Wash	TP Hồ Chí Minh	bm25	2			7.285265			Cozrum Lux Hotel là một khách sạn 3 sao nằm ở vị trí thuận tiện tại Quận 1, TP. Hồ Chí Minh, gần các điểm tham quan nổi tiếng như Chợ Bến Thành, Công viên Tao Đàn và Bảo tàng Chứng tích Chiến tranh. Khách sạn này cung cấp các phòng có điều hòa, sân hiên và Wi-Fi miễn phí, cùng với dịch vụ phòng và quầy lễ tân 24 giờ. Mỗi phòng tại Cozrum Lux Hotel đều được trang bị bàn làm việc, TV màn hình phẳng, ga trải giường và khăn tắm sạch sẽ. Khách sạn cũng nổi bật với không gian yên tĩnh và an toàn, lý tưởng cho việc nghỉ ngơi và làm việc. Khách sạn này được đánh giá cao về vị trí, với nhiều khách quay lại lưu trú. Nếu bạn đang tìm kiếm một nơi dừng chân tiện nghi và thoải mái tại trung tâm TP. Hồ Chí Minh, Cozrum Lux Hotel có thể là một lựa chọn tuyệt vời.	Nhân viên ở hotel này tuyệt vời,hỗ trợ mình mua dây sạc khẩn cấp. Phòng rộng, ngay trung tâm. Lần sau sẽ đặt tiếp hotel này	Phòng ốc rộng rãi, thoáng đãng, sáng sủa... Mình ở phòng 36m2 như hình. Khách sạn ngay trung tâm, đường Bùi Thị Xuân... Dễ dàng di chuyển, bắt taxi, đối diện cửa hàng Circle K.	1	descriptor_hit_2/2
Q24	khách sạn ngay trung tâm quận 1 hồ chí minh	9000000817630	Pontus Hotel	Lâm Đồng	bm25	3			6.829295			Khách sạn sạch sẽ, đầy đủ tiện nghi. Nhân viên hỗ trợ nhiệt tình, thân thiện. Vị trí ngay trung tâm, thuận tiện di chuyển và vui chơi	Phòng sạch đẹp. Ra chợ đêm gần. Ngay trung tâm	Đặt 3 phòng trên app, nhưng khi nhận phòng thì dc 2 phòng tầng hầm, 1 phòng ngay sảnh. Phòng bí, mỗi ngày điều dọn phòng, nhưng dầu gội và sữa tắm có phòng ko bổ xung. Khách sạn gần trung tâm, đi lại thuận tiện, cách âm kém. Vào phòng là mất sóng điện thoại	1	descriptor_hit_1/2
Q24	khách sạn ngay trung tâm quận 1 hồ chí minh	3000010042556	The Grace Hotel Dalat	Lâm Đồng	bm25	5			6.494164			Các bạn tiếp tân dễ thương, mình ghé đây lần 2 do kỷ niệm đáng nhớ với cô chủ khách sạn, giọng ấm và tính mến khách, mộc mạc của cô làm mình thấy rất gần gũi - điều mà ít khi thấy được ở các khách sạn khác ở các quận trung tâm Đà Lạt.	Phòng sạch sẽ thoáng mát, ngay trung tâm thuận tiện đi lại.	Khách sạn ngay trung tâm, giá hợp lý, đi bộ ra chợ Đà Lạt gần. Phòng rộng rãi, nói chung là ok so với mức giá.	1	descriptor_hit_1/2
Q24	khách sạn ngay trung tâm quận 1 hồ chí minh	1000000709562	Lotus Village Hotel Hanoi	Hà Nội	bm25	6			6.226360			Tất cả đều rất rất ổn so với giá, phòng sạch sẽ và rất rộng, ban công lớn và thoáng. Ngay trung tâm nên đi bộ xíu xiu là ra hồ gươm và chợ đồng xuân rùi. Qua lăng bác cũng hơn 1km thui. Điểm trừ duy nhất phòng tắm bị nghẹt nên phải mấy khoảng 1h để rút hết nước😆😆. Ban công tuy rất rộng nhưng hăm được lau chùi kỹ cho lắm	Khách sạn ngay trung tâm phố cổ. Dịch vụ tốt. Nhân viên niềm nở, dễ chịu. Sẽ quay lại!	Thật sự mình từ Hồ Chí Minh ra, lúc đầu vì đặt vội nên mình không có để ý đánh giá. Đặt xong mới lên xem đánh giá thì mình đã khá lo sợ vì nó được đánh giá thấp. Và sợ nhất là dơ. Nhưng khi check in rồi thì mình thấy mọi thứ OK. Nói chung đừng khắt khe quá, cảm thấy hợp lý. Nhân viên cũng dễ thương, dễ chịu ạ. Lần sau sẽ quay lại. Xem thử lần 2 thế nào!	1	descriptor_hit_2/2
Q24	khách sạn ngay trung tâm quận 1 hồ chí minh	3000010034524	Muong Thanh Luxury Buon Me Thuot Hotel	Đắk Lắk	bm25	7			5.480397			Vị trí chưa phải là trung tâm nhưng cũng vẫn thuân tiện, nhất là nếu di chuyển đến Sân bay. Gần Siêu thị Coopmart và các tuyến xe đi Nha Trang, Đà Lạt hay thành phố Hồ Chí MInh. Phòng ốc hiện đại, khang trang, view đẹp. Có bể bơi lớn và sạch đẹp phía sau khách sạn. Lễ tân lịch sự, thân thiện. Quán Bar Rooftop tầng 18 có ca nhạc tối cuối tuần rất tuyệt vời, giá cả phải chăng. Sẽ ủng hộ quay lại lưu trú Mường Thanh Ban Mê Thuột khi có dịp.	Tuyệt vời. Khách sạn ngay trung tâm	Vị trí ngay trung tâm thành phố, thuận tiện di chuyển. Phòng sạch đẹp rộng rãi. Nhân viên nhiệt tình, nhất là có bạn nữ tư vấn mình rất nhiệt tình về các địa điểm vui chơi ăn uống trong thành phố. Nếu có dịp quay lại Ban Mê sẽ ở đây	1	descriptor_hit_2/2
Q25	resort nằm ven sông ở hội an	9000000928394	Hoi An Memories Resort & Spa	Hội An	bm25,hybrid,vector	1	1	1	18.451825	24.513221	19.888201	Tôi có một trải nghiệm rất thú vị tại Hoi An Memories Resort. Resort có thiết kế như một Hội An thu nhỏ trong ốc đảo cách biệt Lobby hơi nhỏ. Tuy nhiên không gian chung có rất nhiều mảng xanh. Phòng theo thiết kế lifestyle, thoáng và có view sông. Các phòng ở tầng trệt sẽ có 1 không gian vườn nhỏ xinh. Rất chill cho các couple. Hồ bơi infinity view sông rất đẹp, có thể ngắm sunset tại đây. Ăn sáng hiện đang ít lựa chọn nhưng đến Hội An thì không nên ăn sáng trong khách sạn Không quên nhắc đến sự chuyên nghiệp của bạn lễ tân check in cho tôi và team Hội An Memories. Đúng như tên Resort là “Memories..”, chắc chắn tôi sẽ quay lại nhiều lần nữa để trãi nghiệm thêm các dịch vụ khác tại đây.	Phòng siêu ok. View sông, đối diện công viên ký ức hội an nên xem show xong về rất tiện. Dịch vụ phòng cực kí thích, có welcome drink, được tặng 2c nón lá. Có xe đạp để ra phố cổ. Bữa sáng cũng tuyệt vời	KS đầy đủ tiện ích cần thiết, gần trung tâm. Show Ký Ức Hội An rất hay.	1	location_or_generic_match
Q25	resort nằm ven sông ở hội an	9000005501765	Nature Resort Hoi An	Hội An	bm25,hybrid,vector	4	2	2	10.371561	24.141132	17.862806	Mình book 5phòng và có noted rõ bao nhiu phòng đôi và đơn. Tuy nhiên, khi đến nhận thì toàn là phòng đơn, giường nhỏ, 2 người nằm bị chật - Phòng không sạch sẽ, khách nhận phòng nhưng khăn tắm của khách trước vẫn còn nằm trong tủ, không dọn sạch - Dọn phòng thì hơn 3h chiều vẫn chưa dọn với lý do là khách check in nhiều không có thời gian dọn - Ăn sáng: ghi thời gian từ 7-10h sáng, tuy nhiên hơn 7 xíu thì đồ ăn không còn, cơm trắng với bánh mì là nhiều, còn lại không có gì để ăn hết - Hồ bơi không nằm trong khuôn viên Ks, cách hơn 300m - Vị trí mặt tiền, tuy nhiên đón xe vào phố cổ khá chật vật, hình ảnh KS vs thực tế khác xa Lời khuyên cho các bạn muốn trải nghiệm ở Nature Resort Hội An: hãy cân nhắc trước khi book	check in đợi lâu, hồ bơi nằm xa không trong resort. còn lại đều tuyệt vời	Nhân viên và các cô dọn phòng rất nhiệt tình và hiếu khách. Khách sạn tuy nằm cách xa phố cổ nhưng có xe đạp miễn phí, đồ ăn sáng hợp khẩu vị, phòng sạch sẽ gọn gàng. Đây là một địa điểm đáng để trải nghiệm	1	location_or_generic_match
Q25	resort nằm ven sông ở hội an	3000020009874	Sol An Bang Beach Resort & Spa	Hội An	bm25,hybrid,vector	5	3	3	8.922437	22.488379	16.752655	Đã trở thành top 1 resort mình sẽ ở khi đi Hội An. phòng đẹp, ấm cúng và sạch sẽ, chỉ hơi thiếu tí mùi thơm nữa là tuyệt vời. Ngoài ra các bạn nhận viên hỗ trợ rất nhiệt tình, thân thiện, nước uống và bữa sáng rất ngon nữa 🥰	Mình đặt phòng 2 giường đơn nhưng khi nhận phòng lại là extra bed nằm rất khó chịu. Nhân viên lễ tân hẹn sẽ check lại booking và phản hồi nhưng trong 2 ngày mình lưu trú đều không thấy trả lời. Khoá phòng cũ, hay bị kẹt khoá. Vòi tắm khó sử dụng nếu có trẻ em thì rất dễ bị bỏng.	Khách sạn đẹp, yên ắng, thích hợp nghỉ dưỡng.	1	location_or_generic_match
Q25	resort nằm ven sông ở hội an	1000000549545	Grand Signature By M Village Hoi An Resort	Hội An	bm25,hybrid,vector	2	4	4	12.703620	22.301515	16.458582	Khách sạn trải nghiệm tốt, chị lễ tân, nhân viên nhiệt tình tốt bụng, không gian xanh cổ kính hội an, đặc biệt nhất là đồ ăn tại nhà hàng 10/10 khuyến khích mọi người trải nghiệm	Khách sạn rất đẹp và sạch sẽ, giá quá rẻ so với phòng, nhân viên siêu nhiệt tình và tận tâm, hỗ trợ đổi hẳn phòng thường sang villa không mất phí, đồ ăn ngon, thuê xe đạp miễn phí,… Tóm lại là hoàn hảo!	Mình đã có kỳ nghỉ rất tuyệt, từ giây đầu tiên bước vào đã cảm thấy không khí ấm áp, gần gũi với lối thiết kế hoài cổ bình dị của resort, hơn nữa sự tiếp đón nhiệt tình của các bạn nhân viên từ lễ tân đến các anh tài xế, bác bảo vệ đều làm vợ chồng mình rất vui và thoải mái khi nghỉ lại đây. Ở đây rất gần phố cổ Hội An, bạn có thể chọn đi xe buýt đưa đón hoặc mượn xe đạp của resort vào tầm 10p thôi.	1	location_or_generic_match
Q25	resort nằm ven sông ở hội an	3000020004064	Vinpearl Resort & Golf Nam Hoi An	Hội An	bm25,hybrid,vector	3	10	5	10.480125	1.030911	15.369217	villa đẹp, dịch vụ tốt, 5/5 có 1 điểm cần cải thiện: cấm khách nấu ăn trong villa và không cung cấp nồi dĩa chén, vậy quảng cáo villa có phòng bếp làm gì? Mình book căn villa vì có em bé nhỏ, muốn hâm thức ăn cho bé nhưng không được. Khách sạn hỗ trợ bằng cách sẽ cho nhân viên đi xe điện vào lấy đồ ăn, ra hâm rồi trả ngược lại, mất khoảng 30p và quá phiền phức nên cuối cùng mình phải cho bé vào nhà hàng của khách sạn ăn.	Mọi thứ rất tốt. Phòng ốc sạch sẽ, không mùi lạ. Đồ ăn sáng ngon nhưng không quá đặc sắc như ở 1 số Vin khác. Dịch vụ đưa đón đi Hội An và sân bay rất tốt.	Khách sạn rất tốt, nhân viên thân thiện và đồ ăn ngon. Đặt biệt Cocktail pha rất ngon :)	1	location_or_generic_match
Q25	resort nằm ven sông ở hội an	9000001207182	Wyndham Hoi An Royal Beachfront Resort & Villas	Hội An	bm25,hybrid,vector	6	6	6	7.878912	18.002114	13.649880	Phòng hơi nhỏ so với tưởng tượng, đặc biệt là phòng tắm và phòng vệ sinh. Còn lại thì mọi thứ rất ok, ăn sáng đa dạng, có quầy phục vụ đồ nóng, bể bơi nước trong, hầu như không nghe mùi clo như chỗ khác; cơ sở vật chất khá mới, đi xe vào Hội An tầm 15’. Lễ tân thân thiện, hỗ trợ nhiệt tình. Cám ơn khách sạn đã set up bánh sinh nhật cho mình, bánh ngon xỉu🥰. Mình áp mã app nên được giá tốt. Có cơ hội sẽ quay lại😀	Điểm cộng: khu mình ở mới xây nên nhìn chung phòng ốc sạch sẽ và có xe đưa đón vào Hội An, còn lại không khen nổi. Đầu tiên điện ở khách sạn không ổn định, trời mưa sẽ bị chập chờn, đèn lúc lên lúc không và điều hoà vào ban đêm kêu rất to khiến nhà mình không ngủ được. Thứ hai, trời mưa lớn nhưng nhân viên ở sảnh không che ô cho khách khi xuống khỏi xe mặc dù các bạn đang đứng cầm ô, nhà mình phải đội mưa 1 đoạn để đi bộ vào sảnh. Và cuối cùng là đồ ăn sáng không nhiều, cũng k thể gọi là ngon, chỉ như khách sạn 3 sao. Thật sự nghi ngờ về danh hiệu 5 sao của resort này.	phòng không sạch sẽ, hơi bẩn, có mùi.	1	location_or_generic_match
Q25	resort nằm ven sông ở hội an	9000001042154	Bliss Hoi An Beach Resort & Wellness	Hội An	bm25,hybrid,vector	7	7	7	5.420295	11.376275	8.993883	Một kì nghỉ quá tuyệt vời. Resort mới, đẹp và nhân viên rất nhiệt tình. Có xe đưa đón miễn phí tới Hội An	Chúng tôi đến vào ngày Tết truyền thống Việt Nam, không khí Tết ngập tràn resort. Tuy nhiên, biển lại không được như mơ ước của tôi, gió rất to, sóng lớn, du khách bị cấm tắm và các hoạt động biển.	Nhân viên rất thân thiện, trừ 1 người bảo vệ, có nhiều dịch vụ giải trí miễn phí, hồ bơi đẹp, resort hơi xa trung tâm, đồ ăn ngon hợp giá tiền, buffet sáng hơi ít món	1	location_or_generic_match
Q25	resort nằm ven sông ở hội an	3000020018720	The Pearl Hoi An	Hội An	bm25,hybrid,vector	10	8	8	1.071883	7.408991	4.874148	Resort đẹp, mới, rộng bát ngát. Hồ bơi đẹp rộng. Đầy đủ các facilites gym, spa miễn phí... nhân viên nhiệt tình dễ thương. Buffet sáng cũng ngon. Sẽ quay lại nữa	Mình ở ngày lễ , phòng ốc sạch sẽ, khu vưc hồ bơi đẹp. Trẻ em ở cung phòng lấy thêm phí ăn sáng 347.000 cao so với resort 5 sao khác ở Da Nang.Tuy nhiên không có gì để ăn... do khách sạn không lường trước lương khách sẽ dùng bữa sáng quá đông khach , chỗ phuc vụ ăn sáng nhỏ, không có thoáng, quạt it, lương người đứng không có chỗ quá đông, nói chung muốn ngộp thở. Xếp hàng đến nơi lấy thức ăn không còn gì để ăn, châm thêm thức ăn không kip với lượng người chờ . Gia đình không kiên nhẫn dùng bữa sáng .	Khách sạn 5 sao thua khách sạn 3 sao, buffer tối giá 400k quá tệ. nói chung thất vọng, đi 1 lần không muốn quay lại	1	location_or_generic_match
