bucket_id,query_id,query,hotel_id,hotel_name,hotel_location,bm25_rank,vector_rank,hybrid_rank,top_review_1,top_review_2,top_review_3,relevant
bucket_3_geo_diverse,Q097,homestay đà lạt gần chợ đêm,9000000928499,Dong Thuy Phuong Hotel Dalat,Lâm Đồng,9,,10,"Trải nghiệm của mình và bạn mình khi đến nhận rất là oki, chỉ có điểm trừ là phòng cách âm khá tệ và máy sấy tóc không biết phải hỏi khách sạn hay sao nhưng trong phòng thì không có sẵn, còn lại thì r","Nhân viên phục vụ nhiệt tình, hỗ trợ tốt","Nhân viên hỗ trợ nhiệt tình, tôi check in sớm lúc 5h30 sáng. Chị chủ rất thân thiện, rất gần chợ, và các điểm nổi tiếng ở Đà Lạt, cho thuê luôn xe máy tại khách sạn ❤️ tuyệt vời!",
bucket_3_geo_diverse,Q097,homestay đà lạt gần chợ đêm,1000000531133,Tulip Hotel 2,Lâm Đồng,7,,8,"Nhân viên nhiệt tình, hỗ trợ nhận phòng sớm, thuê xe, linh hoạt","Nhân viên dễ thương, nhiệt tình... Phòng thì quá đẹp","Nhân viên nhiệt tình, ko gian ổn.",
bucket_3_geo_diverse,Q098,khách sạn quy nhơn có xe đưa đón,9000007896045,Quy Nhon Sea Hotel,Bình Định,9,,,"Nhân viên nhiệt tình, phòng ốc sạch sẽ, gần biển, giá ok","Vị trí thuận tiện, trung tâm. Vệ sinh sạch sẽ, phòng mới, thoáng. Nhân viên thân thiện, nhiệt tình. Cải thiện thêm phần cách âm nữa thì rất tuyệt vời.","Ks sạch sẽ, gần biển, nv thân thiện. Mọi thứ đều ok",
bucket_3_geo_diverse,Q098,khách sạn quy nhơn có xe đưa đón,9000000985592,FLC Quy Nhon Seaview Condotel,Bình Định,10,,,"Phòng oke. Tiện lợi, gần chỗ ăn uống","Phòng thiết kế đẹp, đầy đủ tiện nghi, vị trí thuận tiện bước ra biển tầm 5 phút.","Ngay trung tâm, gần biển, cả nhà đều ưng",
bucket_3_geo_diverse,Q098,khách sạn quy nhơn có xe đưa đón,9000000969930,Le Mint Hotel Quy Nhon,Bình Định,5,10,2,"Kì nghỉ của mình ở LeMint dịp lễ Tết dương 2026 vừa rồi rất ưng ý, mình đặt hạng phòng Premier Double With Balcony có phòng tắm với bồn tắm rất rộng rãi, tách riêng khu vực tắm và vệ sinh, rất ưng. Kh","Nhân viên thân thiện, phòng nghỉ sạch sẽ được dọn dẹp vệ sinh hàng ngày","Rất tuyệt, mình và gđ rất thích. Phòng đẹp, thoáng mát. Đồ ăn ko phong phú lắm nhưng cũng gọi là khá. Rất hài lòng, lần sau có đến QN mình sẽ vẫn chọn nơi này",
bucket_3_geo_diverse,Q098,khách sạn quy nhơn có xe đưa đón,3000020012664,Thien Cac 2 Hotel,Bình Định,,4,9,"Rất tốt nhé, giá rẻ ngay trung tâm","Phòng tắm bị hỏng ống nước, đánh răng rửa mặt nước xả cứ chảy vào chân","phòng nhỏ, nước cực kì yếu, điều hoà chả ra làm sao. khuyên không nên chọn khách sạn này nha",
bucket_3_geo_diverse,Q098,khách sạn quy nhơn có xe đưa đón,3000020020901,Mira Hotel,Bình Định,,6,,"Nv thân thiện, vị trí thuận tiện. Wifi trong phòng sử dụng ko được rất yếu nên cải thiện. Trong phòng nhiều chổ còn rất nhiều bụi, cánh quạt bụi đen bám rất bẩn, máy lạnh thì hỏng bị chảy nước ra bàn ","gần biển, sạch sẽ, đi bộ dạo biển ok. Khách sạn có thang máy, lễ tân trực 24/24.",Phòng gia đình chắc cả phòng được gần 20m2 cả toilet. Đặt tầng cao mà set phòng tầng 3 nhìn ra view bị tường che hết. Nói chung là ở khá stress vì chật k giống mô tả. Điểm cộng là vị trí gần nhiều điể,
bucket_3_geo_diverse,Q098,khách sạn quy nhơn có xe đưa đón,3000020005429,Crown Retreat Quy Nhon Resort,Bình Định,3,,6,"Nhân viên thân thiện, nhiệt tình. Nơi ở gần gũi thiên nhiên, đêm nằm nghe tiếng sóng ngủ rất ngon.","Resort yên tĩnh, thích hợp để nghỉ dưỡng","Một chiếc resort nhỏ xinh sát biển nhưng vẫn nhiều cây xanh, biển rất đẹp sạch và yên tĩnh lắm , nhân viên phục vụ bản địa thật thà..nhà hàng trong resort nhỏ ít món nhưng nấu ngon tưoi như cơm nhà,hã",
bucket_3_geo_diverse,Q098,khách sạn quy nhơn có xe đưa đón,3000010023454,Y Linh Hotel,Bình Định,,7,3,"Rất ok, mọi người đến du lịch Quy Nhơn nên trải nghiệm👍","Vị trí đẹp sát biển, trung tâm. Nhân viên thân thiện, giá cả hợp lý so với khu vực, bữa sáng hơi tệ còn lại ok.","Hotel cũ quá tệ, ko đáng giá 300k tính giá gần 1tr, ko bao giờ trở lại lần 2",
bucket_3_geo_diverse,Q098,khách sạn quy nhơn có xe đưa đón,9000000120131,Galaxy Hotel Quy Nhon,Bình Định,7,5,1,"Vị trí trung tâm, ngay khu ăn uống, có hầm để xe.","Khách sạn nằm gần các khu vực thăm quan ăn uống, rất tiện lợi. Phòng sạch sẽ, sẽ quay lại nếu có chuyến đi Quy Nhơn lần nữa","Khách sạn ở trung tâm TP, có thể đi bộ ra quảng trường, chợ đêm, bãi biển,…rất là tiện lợi. Đặc biệt là khách sạn này ở khu phố ẩm thực nên ăn uống rất là tiện, buổi tối đi bộ vài bước chân là tới.  C",
bucket_3_geo_diverse,Q098,khách sạn quy nhơn có xe đưa đón,9000003316259,Moonlight QuyNhon Hotel,Bình Định,,9,,So với mức giá thì mọi thứ ở đây không nên đòi hỏi quá cao,Mọi thứ đều ok so với giá tiền,"Nhìn chung, trải nghiệm của tôi tại đây khá tốt. Khách sạn đã mang lại cho tôi một kỳ nghỉ thoải mái.",
bucket_3_geo_diverse,Q098,khách sạn quy nhơn có xe đưa đón,3000020016361,Quy Nhon Center Hotel,Bình Định,1,,4,"Vị trí trung tâm, gần các trung tâm mua sắm, nhưng phòng toàn mùi thuốc lá. Cách âm không tốt vì ngoài hành lang ầm ầm như cái chợ.","Nhân viên thân thiện, nhiệt tình, phòng ốc sạch sẽ, mình được ở phòng 1.3 và khuyết điểm lớn nhất là không cách âm và tiếng ồn khá lớn","Khách sạn rất nhiệt tình, hỗ trợ mình check-in sớm",
bucket_3_geo_diverse,Q098,khách sạn quy nhơn có xe đưa đón,9000001109040,Grand Hyams Hotel Quy Nhon Beach,Bình Định,4,,7,"10 điểm không có nhưng, lựa chọn số 1 mỗi lần về Quy Nhơn của gia đình mình 💯",Nếu lần sau quay lại Quy Nhơn mình vẫn chọn Grand Hyams Hotel Quy Nhơn Beach,"Phòng ốc sạch, nhân viên thân thiện",
bucket_3_geo_diverse,Q098,khách sạn quy nhơn có xe đưa đón,3000010043126,Blue Sea Hotel Quy Nhon,Bình Định,2,,5,"Phoòng 2 giường mà diện tích nhỏ quá , đc cái vị trí gần biển các tiện ích là ok thôi","nói chung là mọi người nên cẩn thận khi ở ks này nhé, ở quá số người quy định thì sẽ có phụ thu 50k/ng nha, nma cái đó ngta sẽ ko báo trước cho mình, vô khách sạn thì cái gì miễn phí là phải hỏi cho k","Khách sạn ở khu trung tâm thành phố, gần biển và gần phố ẩm thực, phòng sạch sẽ, được nhân viên dọn dẹp hàng ngày, mình rất ưng ý!",
bucket_3_geo_diverse,Q098,khách sạn quy nhơn có xe đưa đón,1000000910037,Phuong Dong Hotel & Apartment,Bình Định,,3,8,"Tất cả đều ổn, vượt ngoài mong đợi với giá tiền","Nhân viên thân thiện, chỉ có chỗ đậu xe nhỏ và wifi yếu",Quá rẻ mà quá ok. Không có gì để chê. Tuyệt vời.,
bucket_3_geo_diverse,Q098,khách sạn quy nhơn có xe đưa đón,9000005493314,TMS Sea Condotel Quy Nhon,Bình Định,8,,10,"Căn hộ view biển đẹp, đầy đủ tiện nghi. Chủ nhà thân thiện, hướng dẫn rất cụ thể phòng. Các món ăn ở Quy Nhơn ngon và rẻ rất hài lòng. Tôi đã giới thiệu bạn bè căn hộ này và họ sẽ lưu trú trong chuyến","Căn hộ rộng rãi thoải mái, trang bị đầy đủ tiện nghi cho gia đình, giá cả hợp lý, tiện lợi giao thông, gần biển, an toàn","Phòng hướng ngay ra biển, rộng rãi, sạch sẽ, nhân viên rất ngoan, thân thiện, mình sẽ quay trở lại và ở tại đây.",
bucket_3_geo_diverse,Q099,resort phan thiết trọn gói,3000010035942,Countryside Phu Quoc Resort,Phú Quốc,5,,7,"NV không nhiệt tình, phòng không sạch sẽ","Phòng để lâu không dọn, ra giường dơ, cửa toilet thì hư, chỗ ở lại xa trung tâm. Nói chung là không hài lòng","Khách sạn quá tệ, đồ ăn sáng quá tệ, không gần biển nên di chuyển khó, không hài lòng",
bucket_3_geo_diverse,Q099,resort phan thiết trọn gói,9000000502389,Selectum Noa Resort Cam Ranh (Unlimited Access Water Park),Khánh Hòa,9,,,"Phòng ốc sạch sẽ, thơm tho, đầy đủ tiện nghi. Nhân viên nhiệt tình, dễ thương. Lần đầu book được cái resort ưng ý như vậy.",Bãi biển siêu đẹp. Phòng oki. Đồ ăn ổn. Nhiều hoạt động . Đã ở 4 lần là hiểu rồi a,"Bữa sáng ngon lắm, phòng sạch đẹp, bãi biển gần",
bucket_3_geo_diverse,Q099,resort phan thiết trọn gói,1000000441285,Carmelina Beach Resort Ho Tram,Vũng Tàu,7,,8,"Nhân viên thân thiện, nhiệt tình. Phòng sạch sẽ, rộng rãi. Mình chọn phòng thông nhau, các bé nhỏ rất thích, cảm giác chuyến đi chơi rất gần gũi. Phù hợp gia đình, nghỉ dưỡng. Khách sạn có hồ bơi nước","Rất xứng đáng được biết đến nhiều. Không gian rộng xanh mát nhiều chỗ chơi cho gia đình có bé nhỏ. Con mình 2T rất mê luôn. Lúc đầu hơi lăn tăn vì ks xây đã lâu, nhưng bảo dưỡng cực tốt, nhân viên cực","Khu nghĩ dưỡng tuyệt vời, thích nhất là vườn rau sạch, cực kỳ thân thuộc.",
bucket_3_geo_diverse,Q099,resort phan thiết trọn gói,1000000561606,Aniise Villa Resort,Ninh Thuận,1,,3,"Resort vị trí tốt, bãi biển rất đẹp, khuôn viên rộng rãi, trang nhã, nhân viên nhiệt tình thân thiện, cơ sở vật chất ko mới nhưng cũng liên tục nâng cấp. Nơi nghỉ dưỡng đã từng được phục vụ thủ tướng ","Phòng rộng ,nhân viên nhiệt tình . Sẽ đặt resort khi có dịp tới Ninh Thuận","Resort cũ, bồn rửa mặt trong nhà vệ sinh bị chảy nước, mini bar chỉ có trà trong hủ, 2 gói lipton và 2 gói cà phê hoà tan, phòng nhỏ, giá không tương xứng với chất lượng, buffet sáng cũng ít món",
bucket_3_geo_diverse,Q099,resort phan thiết trọn gói,1000000421574,Seaside Resort Vung Tau,Vũng Tàu,,7,,"Lần đầu tiên trải nghiệm cảm thấy không gian ở đây rất phù hợp với gia đình, đặc biệt là gia đình có bé nhỏ như mình. Mình book phòng view biển, không gian rất ok, mỗi tội là leo cầu thang hơi mệt thô",Nhân viên tiếp tân thân thiện vui vẻ.,"Nhân viên thân thiện, nội thất phòng hơi cũ nhưng sạch sẽ. Cửa phòng 405 đóng bị kêu rất to. Thức ăn ngon.",
bucket_3_geo_diverse,Q099,resort phan thiết trọn gói,1000000561614,Swiss-Belresort Tuyen Lam Dalat,Lâm Đồng,,5,1,"Mọi thứ tuyệt vời. Riêng  có đường đi vào buổi tối vào khách sạn rất tối, nếu thuê xe máy tự đi chơi như hai đứa mình thì thấy về buổi tối khá nguy hiểm. Đồ ăn sáng khá ít món so với rs khác. 
View đẹ","Chuyến đi tuyệt vời, sẽ lựa chọn lại resort lần sau","Đồ ăn tại nhà hàng ko ngon , món bò lúc lắc quá dai , tôi ăn ko cảm thấy ngon",
bucket_3_geo_diverse,Q099,resort phan thiết trọn gói,1000000423999,Bel Marina Hoi An Resort,Hội An,,10,,"Khách sạn mát mẻ, phòng gần hồ bơi, bên ngoài thì gần phố cổ rất tiện di chuyển, nhân viên rất thân thiện và hiếu khách, sẽ quay trở lại thời gian tới","không gian rất đẹp, thoáng mát, gần các địa điểm đẹp, rất ưng í","1. Nhân viên phục vụ không tốt. Đặc biệt là bạn ở quầy Bar, khu bể bơi; và dịch vụ xe đạp. Xe đạp ở khách sạn ít, nhưng khi khách có nhu cầu mượn thì chỉ trả lời là hết xe rồi; mà không hướng dẫn khác",
bucket_3_geo_diverse,Q099,resort phan thiết trọn gói,3000020008174,The Palmy Phu Quoc Resort & Spa,Phú Quốc,6,,9,"Vị trí của Khách sạn nằm trong hẻm, khi đến nơi checkin thì ko có welcome drink, nhân viên cũng nhiệt tình nhưng không chuyên nghiệp, không có sự chuyên nghiệp khi giao tiếp với khách, hành lang thì n","Có lẽ do tôi quá kỹ tính, phòng cũng đâu rẻ","Vào sảnh thì cực dơ và bụi do kế bên đang xây, nhân viên lễ tân không chào hỏi, không có nhân viên hỗ trợ dắt lên phòng, thái độ nhân viên hời hợt. Hồ bơi dơ, nói chung bỏ tiền như vậy không đáng",
bucket_3_geo_diverse,Q099,resort phan thiết trọn gói,1000000473666,Seava Ho Tram Beach Resort,Vũng Tàu,,2,2,"Resort có không gian yên tĩnh, nhiều cây xanh, phù hợp với gia đình. Phòng ốc tiện nghi và sạch sẽ. Tất cả nhân viên đều rất nhiệt tình và thân thiện. Tiếc là đồ ăn chưa được ngon lắm (ví dụ như vị củ","Một nơi thoáng đãng với rất nhiều cây xanh rợp bóng mát, thật tuyệt vời khi có những ngày nghỉ ở đây. Nhiều lựa chọn thú vị : chèo thuyền hay đi dạo hoặc trải nghiệm dưới bóng cây khu bãi biển. Nhất đ","Nhân viên thân thiện, nhiệt tình, phòng sạch sẽ",
bucket_3_geo_diverse,Q099,resort phan thiết trọn gói,3000020020238,DIC Star Hotels & Resorts Vinh Phuc,Vĩnh Phúc,,8,,"Lễ tân và nhân viên khách sạn rất nhiệt tình hỗ trợ tôi nhận phòng sớm và trả phòng trong ngày để nghỉ ngơi sau chuyến bay và kịp giờ cho chuyến đi kế tiếp, phòng sạch tiện nghi, sẽ còn quay lại.","Khách sạn khá tốt, dịch vụ ok, đồ ăn ngon","Khách sạn sạch sẽ, nhân viên thân thiện, nhiệt tình. Rất hài lòng với dịch vụ của khách sạn.",
bucket_3_geo_diverse,Q099,resort phan thiết trọn gói,1000000179546,Sandy Beach Non Nuoc Resort,Thành Phố Đà Nẵng,,6,,"Vị trí rất xa trung tâm, mình biết điều này nhưng không nghĩ là xung quanh không có hàng quán gì luôn, muốn kiếm đồ ăn rất khó, món ăn tại nhà hàng thì mình thấy overcharge, trung bình mỗi món 200-250","Nhân viên nhiệt tình. Phòng sạch, vị trí đẹp gần biển nhưng giá cả phải chăng. Điểm trừ điều hoà cũ quá nên ồn.","Resort cũ tuy nhiên rất yên bình, nhân viên nhiệt tình. Mình được upgrade lên căn hộ 2 phòng rất đẹp. Phù hợp cho gia đình có con nhỏ. Đi ra trung tâm mất khoảng 10km, gần đó ít quán ăn. Giá cả hợp lý",
bucket_3_geo_diverse,Q099,resort phan thiết trọn gói,1000000490882,Terracotta Hotel & Resort Dalat,Lâm Đồng,3,,5,View đẹp Không gian giữa rừng thông rộng rãi,"Event tiếng nhạc to như lễ hội âm nhạc.
Đáng lẽ nếu tổ chức vậy thì phải ghi chú để khaác đặt phòng biết cân nhắc lựa chọn.","Cảnh đẹp, nhân viên lịch sự. Ngoại trừ mấy cha bảo vệ nói chuyện hằn học, không có chủ ngữ, thiếu nhôn từ lễ phép. Ngoài vấn đề đó ra mọi thứ ok.",
bucket_3_geo_diverse,Q099,resort phan thiết trọn gói,9000002458007,Asteria Mui Ne Resort,Phan Thiết,8,,10,"Nhân viên thân thiện, đi trúng dịp 8/3 nên có được tặng bánh nữa","Nơi gì đâu mà vừa có view siu đẹp, rộng rãi thoáng mát, nhiều hoạt động vui chơi giải trí, phòng thì sạch sẽ hiện đại có nhiều vật dụng free còn thêm đồ ăn nước uống nữa lại thêm nhân viên rất nhiệt t","Phòng view đẹp, dịch vụ rất tốt, không gian phòng thoải mái.",
bucket_3_geo_diverse,Q099,resort phan thiết trọn gói,9000001202368,Palace Long Hai Resort,Vũng Tàu,2,,4,"Cảnh vật xung quanh khuôn viên đẹp, bãi biển đẹp, sạch. Phòng ốc mới, sạch. Rất yên tĩnh thích hợp nghỉ dưỡng. Giá cả hợp lý. Sẽ quay lại lần sau",Nên chọn bungalow ở đối diện biển thì mọi thứ rất tuyệt vời,"Khuôn viên nhiều cây xanh, mát, yên tĩnh, phòng sạch, bãi biển đẹp, nhân viên thân thiện. Ăn sáng ngon nhưng ít món. Buổi tối gần KS có quán hải sản ngon, tiệm kem, bánh ngọt ngon.",
bucket_3_geo_diverse,Q099,resort phan thiết trọn gói,3000010033386,Lotus Village Resort Mui Ne,Phan Thiết,4,,6,"Mọi thứ đều tuyệt vời trừ Wi-Fi thôi, rất yếu luôn hầu như không sử dụng được. Phòng sạch sẽ, nhân viên thân thiện.",10 điểm . Sẽ quay lại lần nữa,"Nhân viên thân thiện, hồ bơi đẹp, phòng nội thất hơi xuống cấp, đèn tối.",
bucket_3_geo_diverse,Q099,resort phan thiết trọn gói,1000000583048,Lotus Vung Tau Resort,Vũng Tàu,10,,,"Chuyến đi 1 ngày của mình nghỉ tại Lotus rất tốt, chỉ tiếc là ngày hôm sau mưa cả ngày nên chưa được tắm biển","view đẹp, thích hợp nghỉ dưỡng","nhân viên tận tình dễ chịu, khuôn viên đậu xe hơi thoải mái",
bucket_3_geo_diverse,Q099,resort phan thiết trọn gói,1000000389711,"InterContinental Hotels DANANG SUN PENINSULA RESORT by IHG, an IHG Hotel",Thành Phố Đà Nẵng,,9,,Good. Đúng chuẩn quốc tế.,Độ hot và sang chảnh của Intercon Đà Nẵng thì miễn bàn. Chi phí hưởng hơi vượt quá mức cho phép..nhưng rất xứng đáng… Sống ảo tại Intercon Đà Nẵng thì cứ giơ máy lên là có ảnh đẹp nha :))) Intercon Đà,"Các bạn nhân viên rất nhiệt tình và dễ thương. Tôi đã có một honeymoon ý nghĩa tại đây, khách sạn chuẩn bị quà và decor phòng rất đẹp ❤️ thank you",
bucket_3_geo_diverse,Q100,khách sạn phú quốc gần chợ đêm,3000020012744,Wyndham Grand Phu Quoc,Phú Quốc,,6,,"Phòng ốc sạch sẽ, vị trí đẹp. Nhưng đồ ăn quá tệ.","Nhân viên thân thiện nhiệt tình,xe đưa đón sb rất tiện.","Nhân viên nhiệt tình , đồ ăn đa dạng cũng rất ngon , nhiều tiện ích có xe đưa đón đến các khu vui chơi",
bucket_3_geo_diverse,Q100,khách sạn phú quốc gần chợ đêm,3000010030693,Lucky Phu Quoc Hotel,Phú Quốc,,3,,"Vị trí thuận tiện, khách sạn sạch sẽ, giá cả hợp lí, nhân viên thân thiện, nhiệt tình.","khách sạn gần trung tâm đông đúc, dễ di chuyển về nam với bắc đảo, phòng sạch sẽ, lễ tân nhiệt tình","khách sạn ở vị trí trung tâm xung quanh có nhiều quán ăn, thuân tiện di chuyển Phòng sạch sẽ, có cửa sổ, cách âm tốt Nhân viên thân thiện, nhiệt tình",
bucket_3_geo_diverse,Q100,khách sạn phú quốc gần chợ đêm,9000000890249,Vinholidays Fiesta Phu Quoc,Phú Quốc,,9,1,"Phòng di chuyển thuận lợi, ks hỗ trợ nhiệt tình, gđ tôi đã trải nghiệm và rất ưng ý","Phòng ko quá xịn nhưng sạch sẽ, khăn tắm xếp xộc xệch. Ưu điểm lễ tân thân thiện, nằm trong khu grandworld luôn nên nhà hàng quán xá tiện lợi,  thuận tiện đi safari, cách biển 600m.","Chỗ ở tạm thì ok, để ở để relax thì nên chọn các hotel khác cùng phân khúc trãi nghiệm . Ngay chợ đêm nên rất ok .",
bucket_3_geo_diverse,Q100,khách sạn phú quốc gần chợ đêm,3000020014046,An Phu Hotel Phu Quoc,Phú Quốc,1,,3,"Rất xứng đáng trải nghiệm, phòng sạch sẽ","ồn ào tiếng kéo bàn ghế, ga giường xộc xệch","Phong ngay trung tâm gần chợ đêm 
Ăn sáng ít món nhưng ngon
Khách sạn rộng 
Đặt qua Traveloka rẻ hơn trực tuyến",
bucket_3_geo_diverse,Q100,khách sạn phú quốc gần chợ đêm,9000000927926,The Empire Hotel - Night market,Phú Quốc,6,,7,"Khách sạn mới nằm ngay trung tâm thị trấn nên ăn uống, đi lại khá tiện. Ở đây buổi tối vui nhộn, phòng ốc không bị ồn. Tuy nhiên, khách sạn nằm ở khúc đầu chợ đêm nên đến chiều tối là xe ô tô không và","trước kia đã ở đây thì thấy ok nhưng lần này quay lại thì đúng là khuyên chân thành không nên ở đây 1 chút nào. chăn ga gối rất bẩn, chăn có cả rết, nước rửa thì vàng nặng mùi rỉ sắt, nhân viên cũng r","Vị trí thuận tiện, nằm trong chợ đêm, dễ dàng di chuyển đến các điểm vui chơi, ăn uống, giải trí. Có dịch vụ cho thuê xe máy 180.000đ/24h. Nếu cần sự yên tĩnh nên ở các phòng trên tầng 5-6, phòng tầng",
bucket_3_geo_diverse,Q100,khách sạn phú quốc gần chợ đêm,3000020019041,Sleep Box Phu Quoc,Phú Quốc,7,,8,nước nóng hơi lâu. phòng hơi bé. giá tiền tạm ổn,"Phòng khá rộng rãi, trang trí đẹp. Lễ tân thân thiện, vui vẻ.","Phòng đẹp, giá rất ok. lễ tân vui vẻ, hỗ trợ hết mình.",
bucket_3_geo_diverse,Q100,khách sạn phú quốc gần chợ đêm,9000000170894,Bao Phuc Hotel,Phú Quốc,4,,5,"Vị trí tốt, phòng ốc sạch sẽ. Nhưng phòng hơi nhỏ cách âm ko tốt.","Phòng đầy đủ tiện nghi nhưng có mùi thuốc lá, sau đó đã được xông phòng nhưng vẫn còn mùi khó chịu. Nhân viên lễ tân không thân thiện.","Nhóm của tôi 6 người tới Khách sạn Bảo Phúc ở 2 đêm, khách sạn ngay trung tâm, cạnh phố đi bộ. Lễ Tân tên là Tôn rất nhiệt tình hổ trợ các thông tin cũng như sắp xếp cho đoàn ở tại khách sạn. Tôi sẽ g",
bucket_3_geo_diverse,Q100,khách sạn phú quốc gần chợ đêm,1000000626112,SOL by Melia Phu Quoc,Phú Quốc,,10,,"Đây là một điểm đến tuyệt vời, dịch vụ rất tốt. Khoảng cách đến các địa điểm vui chơi và sân bay rất thuận tiện","rất đẹp
biển cũng đẹp 
nhân viên nhiệt tình","Phòng sạch sẽ, nhân viên thân thiện, view đẹp, thức ăn hợp khẩu vị - Mình sẽ ghé lại lần sau",
bucket_3_geo_diverse,Q100,khách sạn phú quốc gần chợ đêm,3000020021019,VARIA Hotel - Dinh Cậu,Phú Quốc,9,,2,Phòng nhỏ. Vòi sen lớn bị hỏng. Không có dao cạo dùng một lần. Đèn trên trần setup chiếu thẳng vào mặt nên khi nằm trên giường là auto tét đèn,"Mình vừa ở gia đình 5 người ở ks, ks ngay cạnh chợ đêm dễ dàng đi lại tiết kiệm nhiều chi phí, buổi sáng gần ks đi bộ vài bước có rất nhiều quán ăn sáng giá bình dân và ngon. Nhân viên thì thân thiện,","Nhân viên chu đáo, nhiệt tình, hỗ trợ 24/24 luôn. Phòng ốc okie. KS ngay trung tâm thuận tiện đi đâu cũng gần.",
bucket_3_geo_diverse,Q100,khách sạn phú quốc gần chợ đêm,1000001739629,Phuc Ngoc Hotel Rach Gia,Kiên Giang,,7,,Hài lòng về mọi thứ. Được check in sớm free khi có phòng trống,"Giá khách sạn đã bao gồm ăn sáng gọi món, khi xuống ăn sáng thì nhân viên nói chỉ còn 1 món duy nhất là bún cá, không có sự lựa chọn và khẩu vị riêng gia đình thấy bún cá","Nhân viên vui vẻ, nhiệt tình !",
bucket_3_geo_diverse,Q100,khách sạn phú quốc gần chợ đêm,3000020001481,Nipola Hotel,Phú Quốc,2,,4,"Nhân viên thân thiện, đi dịp Tết còn được nhận lì xì, có nhân viên kiểm phòng hơi ẩu xíu thôi. Còn vị trí trung tâm, sát bên chợ đêm Phú Quốc, rất gần Dinh Bà và Dinh Cậu.","Hình ảnh khác xa với hình trên ap , mình chọn phòng twin nhưng giường nhỏ k đủ nằm 1ng lớn và 1 em bé 9t , view cũng k nhìn dc ra biển như trên hình dc cái gần trung tâm thuận tiện qua lại","Sạch, dịch vụ tốt, vị trí ngay trung tâm, thuận tiện di chuyển",
bucket_3_geo_diverse,Q100,khách sạn phú quốc gần chợ đêm,3000010030791,Muong Thanh Luxury Phu Quoc Hotel,Phú Quốc,10,,10,"gia đình mình có 5 ngày ở tại đây, khách sạn sạch sẽ,nhân viên nhẹ nhàng thân thiện,ks có bể bơi bé nhà mình rất thích, buffer buổi sáng hơi ít món ăn chưa đa dạng. Phòng khách sạn sạch sẽ đẹp,mình rấ",Đồ ăn sáng không ngon và lặp lại suốt,"Đồ ăn sáng k có nhiều option lắm, khách sạn hơi xa trung tâm nhưng gần sân bay
Dịch vụ ổn",
bucket_3_geo_diverse,Q100,khách sạn phú quốc gần chợ đêm,1000000594716,Blue Sky Phu Quoc Hotel,Phú Quốc,5,,6,"Khách sạn nằm trong hẻm ô tô, có bãi xe rất rộng ở đối diện. Phòng ốc rất sạch và mới, điểm trừ là khách sạn không biết yêu cầu tài xế để lại chìa khoá để đậu chặn mất đường ra của xe khác, mà đến lúc","khách sạn sạch sẽ, giường nằm rất thoải mái. Nếu muốn nghỉ 1, 2 đêm thì đây là khách sạn ổn áp","Trải nghiệm thú vị, nếu tự túc thuê xe máy hoặc di chuyển bằng bus Vin lên phía Bắc thăm quan.",
bucket_3_geo_diverse,Q100,khách sạn phú quốc gần chợ đêm,1000000481662,Hong Bin Bungalow,Phú Quốc,,1,,View đẹp nhưng tận sau trong ngõ nên vào hơi xa,"Chắc chắn sẽ quay lại, cảm ơn mọi người nhiều","Phòng rộng, hơi cũ nhưng giá rẻ nên OK, đường đi vào hơi xa nếu đi bộ, khu vực nhiều cây nên hơi muỗi, nước chảy hơi chậm. Nhân viên khá nhiệt tình, mọi thứ ổn áp. À có hồ bơi nha",
bucket_3_geo_diverse,Q100,khách sạn phú quốc gần chợ đêm,3000010027654,Venus Hotel Phu Quoc,Phú Quốc,,4,,Vị trí thuận tiện di chuyển vào trung tâm,Vị trí khu trung tâm thuận tiện việc di chuyển,"ngày đầu đến Phú Quốc mưa, ngay cửa ra vào phòng có vũng nước, phòng có mùi ẩm mốc. trong vòng 4 ngày không có dọn dẹp lại phòng, nhà tắm chỉ có nước lạnh, nhân viên phục vụ báo do dùng bình nóng lạnh",
bucket_3_geo_diverse,Q100,khách sạn phú quốc gần chợ đêm,3000020018435,Best Western Premier Sonasea Phu Quoc,Phú Quốc,8,,9,"Không gian xanh mát, thoáng đãng, 2 hồ bơi cực rộng, bãi biển chill, đồ ăn đa dạng và đậm vị, người Hàn nhiều nên cũng có nhiều món Hàn, có chợ đêm Sonasea cũng vui á, phòng ốc thì sạch sẽ tiện nghi ạ",Trải nghiệm tốt hết trừ lúc check in không đủ nhân viên hỗ trợ khách hàng đem hành lí lên phòng. Nhân viên tiếp đón quá ít. Còn lại đều tuyệt vời. Đầu bếp nấu ăn siêu ngon và hải sản tươi ngon 100 điể,"Mọi thứ ok, riêng nhà hàng ở đây menu không đa dạng. và khó kết hợp món. Do chỉ có 1 nhà hàng duy nhất. Mình nghĩ ở đây cần thiết kế lại Menu. Bf sáng cũng hơi chán.",
bucket_3_geo_diverse,Q100,khách sạn phú quốc gần chợ đêm,3000010036650,Phuc Hung Hotel 2,Kiên Giang,,2,,"May lạnh nóng, nhân viên không thân thiện, khách sạn tối thôi",Hotel thì khá sạch sẽ nhưng có nuôi chim yến nên ồn ào không ngủ được.,"Phòng nhỏ, điện thoại bàn hư, toilet vòi tắm kém.",
